,Unnamed: 0,Dis_Actual,Dis_Forcst,difference
21568,21568,314.0,163.0,151.0
21581,21581,168.0,85.67999999999999,82.32000000000001
21596,21596,174.0,57.13,116.87
21598,21598,0.0,44.766,-44.766
21609,21609,314.0,163.0,151.0
21616,21616,165.0,57.13,107.87
21635,21635,314.0,163.0,151.0
21644,21644,160.0,85.67999999999999,74.32000000000001
21662,21662,315.0,163.0,152.0
21697,21697,315.0,163.0,152.0
21718,21718,155.0,85.67999999999999,69.32000000000001
21729,21729,315.0,163.0,152.0
21761,21761,315.0,163.0,152.0
21791,21791,168.0,85.67999999999999,82.32000000000001
21792,21792,175.0,85.67999999999999,89.32000000000001
21800,21800,316.0,163.0,153.0
21817,21817,9.0,99.999,-90.999
21824,21824,104.0,0.0,104.0
21838,21838,317.0,163.0,154.0
21856,21856,108.0,0.0,108.0
21857,21857,181.0,85.67999999999999,95.32
21858,21858,88.0,99.999,-11.998999999999995
21863,21863,104.0,0.0,104.0
21880,21880,104.0,0.0,104.0
21882,21882,316.0,163.0,153.0
21885,21885,144.0,0.0,144.0
21889,21889,182.0,85.67999999999999,96.32
21905,21905,316.0,163.0,153.0
21911,21911,181.0,85.67999999999999,95.32
21929,21929,110.0,0.0,110.0
21948,21948,118.0,0.0,118.0
21957,21957,182.0,85.67999999999999,96.32
21960,21960,316.0,163.0,153.0
21978,21978,316.0,163.0,153.0
21983,21983,182.0,85.67999999999999,96.32
21988,21988,118.0,0.0,118.0
21996,21996,41.0,67.018,-26.018
22016,22016,318.0,163.0,155.0
22032,22032,0.0,43.394,-43.394
22042,22042,181.0,85.67999999999999,95.32
22055,22055,183.0,85.67999999999999,97.32
22066,22066,312.0,163.0,149.0
22092,22092,263.0,163.0,100.0
22093,22093,72.0,0.0,72.0
22106,22106,184.0,85.67999999999999,98.32
22119,22119,187.0,0.0,187.0
22151,22151,184.0,85.67999999999999,98.32
22161,22161,111.0,30.667,80.333
22186,22186,184.0,85.67999999999999,98.32
22190,22190,0.0,70.56,-70.56
22214,22214,111.0,59.7704,51.2296
22217,22217,0.0,51.783,-51.783
22218,22218,183.0,34.32,148.68
22230,22230,124.0,54.0,70.0
22255,22255,136.0,0.0,136.0
22276,22276,87.0,0.0,87.0
22330,22330,458.0,270.0,188.0
22331,22331,86.0,0.0,86.0
22335,22335,88.0,0.0,88.0
22342,22342,421.0,270.0,151.0
22386,22386,88.0,0.0,88.0
22395,22395,400.0,270.0,130.0
22407,22407,400.0,258.533,141.46699999999998
22437,22437,88.0,0.0,88.0
22464,22464,87.0,0.0,87.0
22465,22465,391.0,257.533,133.46699999999998
22477,22477,390.0,268.533,121.46699999999998
22478,22478,88.0,0.0,88.0
22532,22532,110.0,40.0,70.0
22533,22533,102.0,0.0,102.0
22535,22535,503.0,259.533,243.467
22550,22550,172.0,0.0,172.0
22591,22591,181.0,85.67999999999999,95.32
22608,22608,123.0,40.0,83.0
22630,22630,182.0,85.67999999999999,96.32
22637,22637,118.0,0.0,118.0
22645,22645,139.0,19.863,119.137
22679,22679,139.0,0.0,139.0
22680,22680,129.0,46.457,82.543
22689,22689,182.0,85.67999999999999,96.32
22691,22691,162.0,19.863,142.137
22705,22705,118.0,16.457,101.543
22707,22707,185.0,85.67999999999999,99.32
22719,22719,0.0,43.394,-43.394
22724,22724,277.0,75.0,202.0
22730,22730,103.0,16.457,86.543
22733,22733,182.0,85.67999999999999,96.32
22759,22759,316.0,150.0,166.0
22768,22768,316.0,163.0,153.0
22790,22790,168.0,85.67999999999999,82.32000000000001
22797,22797,26.0,51.783,-25.783
22806,22806,168.0,85.67999999999999,82.32000000000001
22810,22810,315.0,163.0,152.0
22835,22835,129.0,19.863,109.137
22855,22855,315.0,163.0,152.0
22864,22864,169.0,85.67999999999999,83.32000000000001
22876,22876,315.0,163.0,152.0
22893,22893,167.0,85.67999999999999,81.32000000000001
22912,22912,167.0,85.67999999999999,81.32000000000001
22927,22927,316.0,163.0,153.0
22941,22941,150.0,43.394,106.606
22951,22951,315.0,163.0,152.0
22963,22963,167.0,85.67999999999999,81.32000000000001
22986,22986,155.0,43.394,111.606
23000,23000,168.0,85.67999999999999,82.32000000000001
23011,23011,315.0,163.0,152.0
23022,23022,200.0,43.394,156.606
23026,23026,313.0,163.0,150.0
23050,23050,168.0,85.67999999999999,82.32000000000001
23054,23054,220.0,43.394,176.606
23067,23067,172.0,85.67999999999999,86.32000000000001
23082,23082,313.0,163.0,150.0
23091,23091,316.0,163.0,153.0
23117,23117,202.0,43.394,158.606
23123,23123,180.0,85.67999999999999,94.32
23130,23130,321.0,163.0,158.0
23134,23134,115.0,92.04,22.959999999999997
23143,23143,178.0,85.67999999999999,92.32
23154,23154,100.0,0.0,100.0
23163,23163,178.0,85.67999999999999,92.32
23195,23195,323.0,163.0,160.0
23212,23212,322.0,163.0,159.0
23213,23213,176.0,85.67999999999999,90.32
23246,23246,173.0,85.67999999999999,87.32000000000001
23252,23252,320.0,163.0,157.0
23258,23258,108.0,0.0,108.0
23273,23273,321.0,163.0,158.0
23288,23288,165.0,85.67999999999999,79.32000000000001
23305,23305,166.0,85.67999999999999,80.32000000000001
23309,23309,320.0,163.0,157.0
23360,23360,166.0,85.67999999999999,80.32000000000001
23368,23368,320.0,163.0,157.0
23376,23376,0.0,65.797,-65.797
23381,23381,168.0,85.67999999999999,82.32000000000001
23392,23392,154.0,51.783,102.217
23402,23402,319.0,163.0,156.0
23419,23419,0.0,62.797,-62.797
23422,23422,154.0,51.783,102.217
23440,23440,320.0,163.0,157.0
23443,23443,169.0,85.67999999999999,83.32000000000001
23463,23463,321.0,163.0,158.0
23464,23464,168.0,85.67999999999999,82.32000000000001
23502,23502,319.0,163.0,156.0
23508,23508,170.0,85.67999999999999,84.32000000000001
23542,23542,169.0,85.67999999999999,83.32000000000001
23551,23551,319.0,163.0,156.0
23552,23552,9.0,99.999,-90.999
23554,23554,129.0,0.0,129.0
23567,23567,19.0,99.999,-80.999
23571,23571,168.0,85.67999999999999,82.32000000000001
23579,23579,0.0,83.245,-83.245
23583,23583,154.0,0.0,154.0
23587,23587,319.0,163.0,156.0
23591,23591,140.0,99.314,40.68600000000001
23598,23598,321.0,163.0,158.0
23602,23602,18.0,99.999,-81.999
23609,23609,169.0,85.67999999999999,83.32000000000001
23613,23613,154.0,0.0,154.0
23615,23615,0.0,83.245,-83.245
23616,23616,156.0,99.314,56.68600000000001
23622,23622,110.0,122.35,-12.349999999999994
23638,23638,80.0,122.35,-42.35
23645,23645,320.0,163.0,157.0
23648,23648,131.0,97.339,33.661
23650,23650,154.0,0.0,154.0
23657,23657,0.0,83.245,-83.245
23658,23658,18.0,99.999,-81.999
23660,23660,183.0,85.67999999999999,97.32
23671,23671,154.0,51.783,102.217
23677,23677,72.0,0.0,72.0
23680,23680,0.0,83.245,-83.245
23683,23683,182.0,85.67999999999999,96.32
23685,23685,43.0,97.339,-54.339
23693,23693,297.0,163.0,134.0
23696,23696,100.0,122.35,-22.349999999999994
23708,23708,0.0,67.018,-67.018
23714,23714,154.0,51.783,102.217
23720,23720,182.0,85.67999999999999,96.32
23722,23722,237.0,163.0,74.0
23730,23730,37.0,97.339,-60.339
23740,23740,154.0,0.0,154.0
23746,23746,182.0,85.67999999999999,96.32
23752,23752,139.0,163.0,-24.0
23763,23763,41.0,97.339,-56.339
23768,23768,0.0,84.421,-84.421
23796,23796,154.0,51.783,102.217
23799,23799,0.0,163.0,-163.0
23800,23800,82.0,78.479,3.521000000000001
23834,23834,0.0,85.67999999999999,-85.67999999999999
23839,23839,0.0,163.0,-163.0
23843,23843,72.0,0.0,72.0
23851,23851,54.0,54.0,0.0
23855,23855,435.0,270.0,165.0
23856,23856,118.0,40.0,78.0
23861,23861,0.0,81.3171,-81.3171
23873,23873,0.0,163.0,-163.0
23874,23874,102.0,0.0,102.0
23882,23882,104.0,0.0,104.0
23883,23883,64.0,60.0,4.0
23885,23885,0.0,70.1,-70.1
23892,23892,488.0,270.0,218.0
23894,23894,0.0,163.0,-163.0
23911,23911,89.0,0.0,89.0
23916,23916,104.0,51.783,52.217
23936,23936,488.0,270.0,218.0
23939,23939,99.0,0.0,99.0
23950,23950,102.0,40.0,62.0
23967,23967,136.0,0.0,136.0
23977,23977,566.0,243.25,322.75
23984,23984,124.0,42.0,82.0
23991,23991,531.0,222.0,309.0
24002,24002,87.0,0.0,87.0
24039,24039,458.0,180.333,277.66700000000003
24073,24073,421.0,222.0,199.0
24083,24083,0.0,51.783,-51.783
24098,24098,0.0,51.783,-51.783
24102,24102,400.0,166.25,233.75
24153,24153,400.0,152.25,247.75
24160,24160,0.0,51.783,-51.783
24173,24173,391.0,141.25,249.75
24218,24218,390.0,121.25,268.75
24237,24237,0.0,51.783,-51.783
24243,24243,0.0,51.783,-51.783
24248,24248,503.0,159.0,344.0
24252,24252,102.0,0.0,102.0
24306,24306,561.0,214.0,347.0
24310,24310,172.0,0.0,172.0
24326,24326,556.0,240.667,315.333
24328,24328,181.0,0.0,181.0
24356,24356,182.0,51.7967,130.2033
24368,24368,118.0,0.0,118.0
24396,24396,182.0,85.67999999999999,96.32
24411,24411,74.0,0.0,74.0
24415,24415,162.0,19.863,142.137
24432,24432,118.0,25.826,92.174
24444,24444,0.0,51.783,-51.783
24450,24450,277.0,0.0,277.0
24451,24451,185.0,85.67999999999999,99.32
24468,24468,103.0,6.1039,96.8961
24469,24469,182.0,85.67999999999999,96.32
24488,24488,0.0,51.783,-51.783
24491,24491,316.0,0.0,316.0
24510,24510,316.0,0.0,316.0
24515,24515,80.0,0.0,80.0
24516,24516,168.0,85.67999999999999,82.32000000000001
24537,24537,73.0,0.0,73.0
24538,24538,315.0,0.0,315.0
24549,24549,129.0,19.863,109.137
24553,24553,168.0,85.67999999999999,82.32000000000001
24573,24573,169.0,85.67999999999999,83.32000000000001
24594,24594,103.0,19.863,83.137
24597,24597,315.0,0.0,315.0
24604,24604,315.0,0.0,315.0
24630,24630,167.0,85.67999999999999,81.32000000000001
24644,24644,74.0,0.0,74.0
24646,24646,316.0,0.0,316.0
24654,24654,167.0,85.67999999999999,81.32000000000001
24674,24674,315.0,0.0,315.0
24682,24682,167.0,85.67999999999999,81.32000000000001
24716,24716,315.0,0.0,315.0
24721,24721,168.0,85.67999999999999,82.32000000000001
24741,24741,155.0,68.985,86.015
24744,24744,313.0,0.0,313.0
24757,24757,122.0,99.314,22.686000000000007
24774,24774,200.0,68.985,131.015
24777,24777,168.0,85.67999999999999,82.32000000000001
24785,24785,220.0,68.985,151.015
24790,24790,72.0,0.0,72.0
24804,24804,172.0,85.67999999999999,86.32000000000001
24807,24807,313.0,0.0,313.0
24820,24820,180.0,85.67999999999999,94.32
24835,24835,316.0,0.0,316.0
24848,24848,202.0,54.254,147.746
24865,24865,321.0,0.0,321.0
24867,24867,178.0,85.67999999999999,92.32
24904,24904,323.0,0.0,323.0
24905,24905,178.0,85.67999999999999,92.32
24933,24933,176.0,85.67999999999999,90.32
24956,24956,322.0,0.0,322.0
24970,24970,173.0,85.67999999999999,87.32000000000001
24974,24974,320.0,0.0,320.0
25010,25010,165.0,85.67999999999999,79.32000000000001
25011,25011,321.0,0.0,321.0
25049,25049,320.0,0.0,320.0
25058,25058,166.0,85.67999999999999,80.32000000000001
25087,25087,320.0,0.0,320.0
25098,25098,166.0,85.67999999999999,80.32000000000001
25114,25114,319.0,0.0,319.0
25119,25119,168.0,85.67999999999999,82.32000000000001
25127,25127,154.0,51.783,102.217
25132,25132,0.0,93.878,-93.878
25142,25142,169.0,85.67999999999999,83.32000000000001
25151,25151,34.0,83.628,-49.628
25154,25154,320.0,0.0,320.0
25169,25169,154.0,51.783,102.217
25172,25172,0.0,93.878,-93.878
25179,25179,321.0,0.0,321.0
25190,25190,0.0,93.878,-93.878
25199,25199,168.0,85.67999999999999,82.32000000000001
25232,25232,170.0,85.67999999999999,84.32000000000001
25234,25234,0.0,93.878,-93.878
25241,25241,319.0,0.0,319.0
25251,25251,169.0,85.67999999999999,83.32000000000001
25259,25259,9.0,99.998,-90.998
25271,25271,319.0,0.0,319.0
25288,25288,168.0,85.67999999999999,82.32000000000001
25290,25290,0.0,82.855,-82.855
25301,25301,19.0,99.998,-80.998
25311,25311,319.0,0.0,319.0
25318,25318,74.0,93.184,-19.184
25338,25338,74.0,93.184,-19.184
25346,25346,18.0,99.998,-81.998
25350,25350,169.0,85.67999999999999,83.32000000000001
25351,25351,156.0,52.654,103.346
25352,25352,321.0,0.0,321.0
25372,25372,131.0,27.528,103.472
25379,25379,74.0,93.184,-19.184
25384,25384,320.0,0.0,320.0
25385,25385,183.0,85.67999999999999,97.32
25390,25390,80.0,80.332,-0.3319999999999936
25391,25391,18.0,99.998,-81.998
25399,25399,0.0,83.245,-83.245
25414,25414,182.0,85.67999999999999,96.32
25417,25417,154.0,51.783,102.217
25427,25427,297.0,0.0,297.0
25437,25437,237.0,0.0,237.0
25439,25439,37.0,93.184,-56.184
25445,25445,80.0,79.403,0.5969999999999942
25448,25448,154.0,51.783,102.217
25457,25457,182.0,85.67999999999999,96.32
25467,25467,182.0,85.67999999999999,96.32
25477,25477,139.0,0.0,139.0
25484,25484,154.0,51.783,102.217
25486,25486,0.0,93.184,-93.184
25502,25502,154.0,51.783,102.217
25553,25553,72.0,0.0,72.0
25562,25562,0.0,85.67999999999999,-85.67999999999999
25572,25572,0.0,85.67999999999999,-85.67999999999999
25588,25588,54.0,54.0,0.0
25594,25594,435.0,270.0,165.0
25607,25607,118.0,30.0,88.0
25613,25613,64.0,60.0,4.0
25619,25619,488.0,270.0,218.0
25655,25655,99.0,19.863,79.137
25670,25670,488.0,159.0,329.0
25688,25688,93.0,0.0,93.0
25689,25689,121.0,60.0,61.0
25706,25706,138.0,54.0,84.0
25711,25711,52.0,54.0,-2.0
25722,25722,138.0,43.6763,94.3237
25723,25723,87.0,40.0,47.0
25728,25728,88.0,0.0,88.0
25743,25743,0.0,51.783,-51.783
25774,25774,88.0,0.0,88.0
25786,25786,138.0,42.0,96.0
25794,25794,89.0,0.0,89.0
25798,25798,124.0,42.0,82.0
25816,25816,0.0,48.378,-48.378
25836,25836,112.0,42.0,70.0
25849,25849,88.0,0.0,88.0
25878,25878,88.0,0.0,88.0
25926,25926,88.0,0.0,88.0
25945,25945,88.0,0.0,88.0
25950,25950,111.0,42.0,69.0
25996,25996,88.0,0.0,88.0
26006,26006,88.0,0.0,88.0
26024,26024,128.0,42.0,86.0
26025,26025,0.0,51.783,-51.783
26045,26045,0.0,51.783,-51.783
26078,26078,170.0,85.67999999999999,84.32000000000001
26087,26087,0.0,51.783,-51.783
26115,26115,170.0,85.67999999999999,84.32000000000001
26127,26127,115.0,20.107,94.893
26156,26156,170.0,85.67999999999999,84.32000000000001
26216,26216,170.0,85.67999999999999,84.32000000000001
26254,26254,183.0,85.67999999999999,97.32
26269,26269,183.0,85.67999999999999,97.32
26302,26302,0.0,91.495,-91.495
26323,26323,182.0,85.67999999999999,96.32
26325,26325,66.0,69.704,-3.7039999999999935
26338,26338,0.0,91.495,-91.495
26345,26345,73.0,69.704,3.2960000000000065
26353,26353,181.0,85.67999999999999,95.32
26388,26388,180.0,85.67999999999999,94.32
26434,26434,177.0,85.67999999999999,91.32
26451,26451,144.0,44.775,99.225
26471,26471,170.0,85.67999999999999,84.32000000000001
26481,26481,167.0,85.67999999999999,81.32000000000001
26571,26571,72.0,76.504,-4.504000000000005
26581,26581,70.0,76.504,-6.504000000000005
26606,26606,82.0,0.0,82.0
26674,26674,161.0,85.67999999999999,75.32000000000001
26694,26694,164.0,85.67999999999999,78.32000000000001
26695,26695,100.0,0.0,100.0
26734,26734,119.0,0.0,119.0
26746,26746,164.0,85.67999999999999,78.32000000000001
26767,26767,94.0,0.0,94.0
26788,26788,168.0,85.67999999999999,82.32000000000001
26795,26795,215.0,48.873,166.127
26797,26797,170.0,85.67999999999999,84.32000000000001
26806,26806,300.0,48.873,251.127
26815,26815,79.0,118.36,-39.36
26836,26836,261.0,48.873,212.127
26854,26854,105.0,0.0,105.0
26865,26865,178.0,85.67999999999999,92.32
26867,26867,64.0,118.46,-54.46
26896,26896,184.0,85.67999999999999,98.32
26897,26897,210.0,48.873,161.127
26899,26899,72.0,94.882,-22.882000000000005
26904,26904,81.0,91.932,-10.932000000000002
26912,26912,185.0,48.873,136.127
26917,26917,177.0,85.67999999999999,91.32
26947,26947,170.0,85.67999999999999,84.32000000000001
26960,26960,271.0,48.873,222.127
26978,26978,20.0,99.998,-79.998
26997,26997,110.0,0.0,110.0
27002,27002,178.0,85.67999999999999,92.32
27009,27009,240.0,43.394,196.606
27017,27017,49.0,99.998,-50.998000000000005
27026,27026,149.0,48.941,100.059
27029,27029,152.0,0.0,152.0
27040,27040,269.0,43.394,225.606
27050,27050,299.0,43.394,255.606
27052,27052,183.0,85.67999999999999,97.32
27058,27058,152.0,0.0,152.0
27073,27073,179.0,78.479,100.521
27091,27091,184.0,85.67999999999999,98.32
27092,27092,300.0,0.0,300.0
27102,27102,153.0,0.0,153.0
27127,27127,75.0,119.66,-44.66
27137,27137,184.0,85.67999999999999,98.32
27146,27146,300.0,0.0,300.0
27148,27148,154.0,0.0,154.0
27155,27155,111.0,93.878,17.122
27156,27156,183.0,85.67999999999999,97.32
27169,27169,300.0,43.394,256.606
27176,27176,37.0,93.878,-56.878
27178,27178,63.0,0.0,63.0
27196,27196,199.0,43.394,155.606
27200,27200,183.0,85.67999999999999,97.32
27213,27213,82.0,0.0,82.0
27214,27214,154.0,51.783,102.217
27252,27252,175.0,85.67999999999999,89.32000000000001
27299,27299,77.0,85.67999999999999,-8.679999999999993
27307,27307,142.0,0.0,142.0
27316,27316,426.0,270.0,156.0
27317,27317,0.0,85.67999999999999,-85.67999999999999
27325,27325,70.0,15.858,54.142
27332,27332,154.0,51.783,102.217
27334,27334,0.0,42.0,-42.0
27343,27343,398.0,270.0,128.0
27346,27346,0.0,78.2529,-78.2529
27366,27366,95.0,0.0,95.0
27391,27391,97.0,0.0,97.0
27392,27392,316.0,270.0,46.0
27412,27412,85.0,0.0,85.0
27414,27414,0.0,40.315,-40.315
27415,27415,319.0,135.0,184.0
27421,27421,54.0,51.783,2.2169999999999987
27431,27431,85.0,33.0,52.0
27443,27443,141.0,54.0,87.0
27470,27470,292.0,135.0,157.0
27496,27496,54.0,51.783,2.2169999999999987
27512,27512,275.0,135.0,140.0
27518,27518,140.0,42.0,98.0
27519,27519,276.0,129.776,146.224
27523,27523,120.0,34.0,86.0
27528,27528,27.0,49.384,-22.384
27569,27569,273.0,135.0,138.0
27572,27572,103.0,50.994,52.006
27578,27578,141.0,54.0,87.0
27588,27588,272.0,121.378,150.622
27597,27597,127.0,42.0,85.0
27613,27613,0.0,51.783,-51.783
27641,27641,272.0,126.378,145.622
27657,27657,0.0,51.783,-51.783
27658,27658,111.0,42.0,69.0
27677,27677,277.0,135.0,142.0
27688,27688,113.0,48.161,64.839
27708,27708,141.0,42.0,99.0
27712,27712,276.0,97.667,178.333
27724,27724,0.0,51.657,-51.657
27747,27747,0.0,51.783,-51.783
27748,27748,277.0,135.0,142.0
27769,27769,277.0,135.0,142.0
27782,27782,0.0,37.201,-37.201
27785,27785,142.0,63.0,79.0
27798,27798,103.0,86.265,16.735
27807,27807,141.0,63.0,78.0
27821,27821,0.0,78.113,-78.113
27825,27825,276.0,135.0,141.0
27830,27830,140.0,19.92,120.08
27861,27861,0.0,78.113,-78.113
27873,27873,277.0,135.0,142.0
27896,27896,130.0,0.0,130.0
27897,27897,278.0,135.0,143.0
27898,27898,0.0,78.113,-78.113
27912,27912,95.0,78.479,16.521
27937,27937,277.0,135.0,142.0
27941,27941,86.0,91.865,-5.864999999999995
27948,27948,277.0,135.0,142.0
27958,27958,60.0,67.879,-7.879000000000005
27962,27962,83.0,90.465,-7.465000000000003
27975,27975,104.0,47.0,57.0
28008,28008,61.0,89.715,-28.715000000000003
28011,28011,274.0,135.0,139.0
28013,28013,80.0,0.0,80.0
28030,28030,85.0,88.565,-3.5649999999999977
28031,28031,273.0,135.0,138.0
28062,28062,95.0,88.715,6.284999999999997
28067,28067,272.0,135.0,137.0
28076,28076,88.0,0.0,88.0
28094,28094,107.0,0.0,107.0
28095,28095,272.0,135.0,137.0
28098,28098,88.0,0.0,88.0
28125,28125,80.0,88.515,-8.515
28134,28134,271.0,135.0,136.0
28149,28149,108.0,0.0,108.0
28155,28155,107.0,89.915,17.084999999999994
28165,28165,103.0,92.715,10.284999999999997
28184,28184,108.0,0.0,108.0
28190,28190,271.0,135.0,136.0
28192,28192,128.0,63.0,65.0
28209,28209,107.0,0.0,107.0
28220,28220,270.0,135.0,135.0
28235,28235,89.0,94.715,-5.715000000000003
28254,28254,269.0,135.0,134.0
28263,28263,0.0,48.74,-48.74
28295,28295,268.0,135.0,133.0
28296,28296,0.0,43.394,-43.394
28322,28322,266.0,135.0,131.0
28337,28337,59.0,68.649,-9.649
28351,28351,68.0,66.299,1.7009999999999934
28366,28366,266.0,135.0,131.0
28381,28381,40.0,49.801,-9.801000000000002
28395,28395,267.0,135.0,132.0
28421,28421,268.0,135.0,133.0
28432,28432,26.0,43.0,-17.0
28440,28440,21.0,49.801,-28.801
28459,28459,269.0,135.0,134.0
28511,28511,269.0,135.0,134.0
28533,28533,72.0,49.801,22.199
28540,28540,270.0,135.0,135.0
28559,28559,46.0,66.416,-20.416
28563,28563,271.0,135.0,136.0
28569,28569,153.0,0.0,153.0
28574,28574,0.0,138.56,-138.56
28590,28590,39.0,57.742,-18.742
28596,28596,46.0,57.742,-11.741999999999996
28603,28603,156.0,0.0,156.0
28604,28604,0.0,139.56,-139.56
28614,28614,114.0,0.0,114.0
28617,28617,271.0,135.0,136.0
28637,28637,271.0,135.0,136.0
28638,28638,38.0,57.742,-19.742
28645,28645,157.0,0.0,157.0
28650,28650,119.0,19.92,99.08
28665,28665,0.0,139.56,-139.56
28676,28676,99.0,0.0,99.0
28678,28678,275.0,135.0,140.0
28679,28679,40.0,150.0,-110.0
28680,28680,68.0,57.742,10.258000000000004
28686,28686,164.0,0.0,164.0
28709,28709,95.0,0.0,95.0
28714,28714,73.0,74.897,-1.8970000000000056
28717,28717,170.0,0.0,170.0
28729,28729,273.0,135.0,138.0
28731,28731,115.0,150.0,-35.0
28738,28738,108.0,99.602,8.397999999999996
28740,28740,132.0,0.0,132.0
28742,28742,96.0,0.0,96.0
28751,28751,274.0,135.0,139.0
28763,28763,121.0,99.998,21.001999999999995
28767,28767,135.0,150.0,-15.0
28777,28777,173.0,0.0,173.0
28778,28778,150.0,150.0,0.0
28788,28788,118.0,99.998,18.001999999999995
28798,28798,111.0,0.0,111.0
28802,28802,275.0,135.0,140.0
28805,28805,212.0,99.602,112.398
28817,28817,119.0,99.998,19.001999999999995
28833,28833,115.0,150.0,-35.0
28840,28840,212.0,99.602,112.398
28845,28845,199.0,0.0,199.0
28846,28846,274.0,135.0,139.0
28855,28855,120.0,0.0,120.0
28858,28858,272.0,135.0,137.0
28873,28873,212.0,99.602,112.398
28874,28874,212.0,0.0,212.0
28876,28876,80.0,150.0,-70.0
28884,28884,129.0,99.602,29.398
28896,28896,72.0,0.0,72.0
28906,28906,118.0,0.0,118.0
28908,28908,80.0,150.0,-70.0
28910,28910,270.0,135.0,135.0
28919,28919,152.0,0.0,152.0
28925,28925,92.0,99.602,-7.602000000000004
28930,28930,274.0,135.0,139.0
28945,28945,183.0,50.8946,132.1054
28954,28954,80.0,150.0,-70.0
28955,28955,0.0,51.783,-51.783
28968,28968,273.0,135.0,138.0
28980,28980,80.0,150.0,-70.0
28981,28981,184.0,34.32,149.68
28992,28992,79.0,99.602,-20.602000000000004
28993,28993,273.0,0.0,273.0
29001,29001,184.0,34.32,149.68
29011,29011,0.0,51.783,-51.783
29018,29018,97.0,78.479,18.521
29022,29022,0.0,150.0,-150.0
29028,29028,184.0,34.32,149.68
29029,29029,52.0,68.176,-16.176000000000002
29033,29033,60.0,78.479,-18.479
29037,29037,0.0,150.0,-150.0
29047,29047,272.0,0.0,272.0
29071,29071,155.0,34.32,120.68
29076,29076,272.0,0.0,272.0
29088,29088,0.0,51.783,-51.783
29096,29096,0.0,150.0,-150.0
29117,29117,273.0,0.0,273.0
29122,29122,0.0,51.783,-51.783
29134,29134,0.0,150.0,-150.0
29137,29137,34.0,85.565,-51.565
29147,29147,126.0,27.0,99.0
29154,29154,272.0,135.0,137.0
29162,29162,85.0,0.0,85.0
29181,29181,273.0,133.811,139.189
29183,29183,111.0,21.0,90.0
29193,29193,73.0,84.165,-11.165000000000006
29224,29224,110.0,21.0,89.0
29231,29231,77.0,82.065,-5.064999999999998
29237,29237,272.0,104.911,167.089
29244,29244,246.0,97.667,148.333
29262,29262,110.0,21.0,89.0
29287,29287,66.0,0.0,66.0
29289,29289,85.0,80.865,4.135000000000005
29305,29305,252.0,103.111,148.889
29314,29314,110.0,21.0,89.0
29316,29316,111.0,21.0,90.0
29318,29318,82.0,79.915,2.0849999999999937
29329,29329,252.0,120.061,131.939
29358,29358,84.0,79.515,4.484999999999999
29359,29359,247.0,127.0,120.0
29368,29368,110.0,21.0,89.0
29377,29377,66.0,0.0,66.0
29407,29407,261.0,97.667,163.333
29409,29409,66.0,0.0,66.0
29411,29411,89.0,73.969,15.031000000000006
29417,29417,110.0,21.0,89.0
29438,29438,76.0,34.0,42.0
29442,29442,96.0,81.515,14.485
29448,29448,273.0,135.0,138.0
29449,29449,66.0,0.0,66.0
29455,29455,125.0,21.0,104.0
29464,29464,81.0,0.0,81.0
29475,29475,273.0,175.0,98.0
29480,29480,88.0,84.765,3.2349999999999994
29485,29485,138.0,33.211,104.789
29493,29493,119.0,34.0,85.0
29504,29504,122.0,7.14,114.86
29517,29517,80.0,0.0,80.0
29519,29519,107.0,90.165,16.834999999999994
29523,29523,273.0,216.364,56.636
29525,29525,136.0,72.0,64.0
29528,29528,103.0,0.0,103.0
29536,29536,150.0,0.0,150.0
29539,29539,185.0,26.1814,158.8186
29566,29566,270.0,256.66700000000003,13.33299999999997
29573,29573,184.0,77.40769999999999,106.5923
29577,29577,150.0,0.0,150.0
29584,29584,270.0,270.0,0.0
29585,29585,116.0,19.92,96.08
29607,29607,135.0,0.0,135.0
29608,29608,271.0,270.0,1.0
29615,29615,27.0,48.117,-21.117
29620,29620,184.0,85.67999999999999,98.32
29650,29650,0.0,43.0,-43.0
29654,29654,307.0,270.0,37.0
29655,29655,176.0,85.67999999999999,90.32
29676,29676,358.0,270.0,88.0
29679,29679,0.0,43.0,-43.0
29683,29683,177.0,85.67999999999999,91.32
29695,29695,73.0,75.0,-2.0
29703,29703,115.0,0.0,115.0
29726,29726,184.0,85.67999999999999,98.32
29737,29737,440.0,270.0,170.0
29743,29743,73.0,150.0,-77.0
29744,29744,150.0,0.0,150.0
29755,29755,485.0,270.0,215.0
29768,29768,154.0,42.815,111.185
29770,29770,182.0,85.67999999999999,96.32
29771,29771,71.0,163.0,-92.0
29787,29787,184.0,85.67999999999999,98.32
29789,29789,145.0,163.0,-18.0
29831,29831,154.0,74.999,79.001
29838,29838,228.0,163.0,65.0
29844,29844,184.0,85.67999999999999,98.32
29867,29867,98.0,0.0,98.0
29872,29872,184.0,85.67999999999999,98.32
29881,29881,154.0,74.999,79.001
29887,29887,260.0,163.0,97.0
29912,29912,319.0,163.0,156.0
29913,29913,185.0,85.67999999999999,99.32
29926,29926,156.0,74.999,81.001
29932,29932,323.0,163.0,160.0
29933,29933,89.0,0.0,89.0
29965,29965,150.0,75.0,75.0
29970,29970,184.0,85.67999999999999,98.32
29980,29980,103.0,0.0,103.0
29997,29997,54.0,0.0,54.0
29998,29998,326.0,163.0,163.0
30001,30001,184.0,85.67999999999999,98.32
